ItemName,ItemID,BasePrice,SellPrice,PriceCoefficient,Weight,Width,Height,InventorySize,CategoryID,SubcategoryID,ShopName,PriceSource,StackCapacity,VisualName,CatalogVisualPath,IconVisualName,CatalogIconPath,DroppedVisualName,CatalogDroppedPath
EMERKIT SMG butt,3a4ae4ea-5ef9-4067-9835-6656262bb865,1500,1500,1.00,0.32,2,1,2,20,11,None (default),Repository TextAsset,,Weapons/SMG/ETA5/EMERKIT_SMG_Butt.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/EMERKIT_SMG_Butt.prefab,Weapons/SMG/ETA5/GUI/EMERKIT_SMG_Butt_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/GUI/EMERKIT_SMG_Butt_GUI.prefab,Weapons/SMG/ETA5/EMERKIT_SMG_Butt_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/EMERKIT_SMG_Butt_Dropped.prefab
EMERKIT SMG mag,ebf66e51-8357-454d-85e2-c0008c6942c9,1000,1000,1.00,0.1,1,2,2,20,7,None (default),Repository TextAsset,,Weapons/SMG/ETA5/EMERKIT_SMG_Magazine.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/EMERKIT_SMG_Magazine.prefab,Weapons/SMG/ETA5/GUI/EMERKIT_SMG_Magazine_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/GUI/EMERKIT_SMG_Magazine_GUI.prefab,Weapons/SMG/ETA5/EMERKIT_SMG_Magazine_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/EMERKIT_SMG_Magazine_Dropped.prefab
EMERKIT SMG receiver,e137fc5d-cdbb-430b-911d-af88ffcb81f4,2500,2500,1.00,0.45,2,1,2,20,13,None (default),Repository TextAsset,,Weapons/SMG/ETA5/EMERKIT_SMG_Receiver.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/EMERKIT_SMG_Receiver.prefab,Weapons/SMG/ETA5/GUI/EMERKIT_SMG_Receiver_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/GUI/EMERKIT_SMG_Receiver_GUI.prefab,Weapons/SMG/ETA5/EMERKIT_SMG_Receiver_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/EMERKIT_SMG_Receiver_Dropped.prefab
EMERKIT stab vest,061806f3-1ab0-478f-8b08-17fb278d2f61,250,250,1.00,1.3,3,3,9,9,,SIMPLESHOP01,Repository TextAsset,,Outfits/ArmorVests/ArmorVest_BELLE/EMERKIT_StabVest.prefab,Assets/Prefabs/Items/Outfits/ArmorVests/ArmorVest_BELLE/EMERKIT_StabVest.prefab,Outfits/ArmorVests/ArmorVest_BELLE/EMERKIT_StabVest_GUI.prefab,Assets/Prefabs/Items/Outfits/ArmorVests/ArmorVest_BELLE/EMERKIT_StabVest_GUI.prefab,Outfits/ArmorVests/ArmorVest_BELLE/EMERKIT_StabVest_Dropped.prefab,Assets/Prefabs/Items/Outfits/ArmorVests/ArmorVest_BELLE/EMERKIT_StabVest_Dropped.prefab
EMERKIT_Junkbox,eb80bb95-154a-4d52-91c8-3e5e307387f1,50000,50000,1.00,15,4,3,12,22,47,None (default),Repository TextAsset,,Items/Cases/JunkContainer_02/Junk_Container_02.prefab,Assets/Prefabs/Items/Cases/JunkContainer_02/Junk_Container_02.prefab,Items/Cases/JunkContainer_02/Junk_Container_02_GUI.prefab,Assets/Prefabs/Items/Cases/JunkContainer_02/Junk_Container_02_GUI.prefab,Items/Cases/JunkContainer_02/Junk_Container_02.prefab,Assets/Prefabs/Items/Cases/JunkContainer_02/Junk_Container_02.prefab
EmperorBust_01_L,1b9e9b5a-1c8d-4382-a1da-32fcc7c8008a,150000,150000,1.00,30,2,3,6,17,39,None (default),Repository TextAsset,,Loot/EmperorBust_01_L/EmperorBust_01_L.prefab,Assets/Prefabs/Items/Loot/EmperorBust_01_L/EmperorBust_01_L.prefab,Loot/EmperorBust_01_L/EmperorBust_01_L_GUI.prefab,Assets/Prefabs/Items/Loot/EmperorBust_01_L/EmperorBust_01_L_GUI.prefab,,
Empty bottle small,3a9e574c-5d78-4d4f-8b48-fc88ed622936,14,14,1.00,0.3,1,2,2,17,58,None (default),Repository TextAsset,20,Loot/BottleGlass_05L/BottleGlass_05L_Empty.prefab,Assets/Prefabs/Items/Loot/BottleGlass_05L/BottleGlass_05L_Empty.prefab,Loot/BottleGlass_05L/BottleGlass_05L_Empty_GUI.prefab,Assets/Prefabs/Items/Loot/BottleGlass_05L/BottleGlass_05L_Empty_GUI.prefab,,
Empty can small,6ddfe715-591f-4ec3-bd21-c8fd3547e38e,10,10,1.00,0.04,1,1,1,17,58,None (default),Repository TextAsset,15,Loot/Can_S/Can_S_Opened_01.prefab,Assets/Prefabs/Items/Loot/Can_S/Can_S_Opened_01.prefab,Loot/Can_S/Can_S_Opened_01_GUI.prefab,Assets/Prefabs/Items/Loot/Can_S/Can_S_Opened_01_GUI.prefab,,
Empty Tin Can,2d4949ef-0c5b-4545-9283-4617db378268,9,9,1.00,0.08,1,1,1,17,58,None (default),Repository TextAsset,15,Loot/EmptyTinCan/EmptyTinCan.prefab,Assets/Prefabs/Items/Loot/EmptyTinCan/EmptyTinCan.prefab,Loot/EmptyTinCan/EmptyTinCan_GUI.prefab,Assets/Prefabs/Items/Loot/EmptyTinCan/EmptyTinCan_GUI.prefab,,
Endoscope,50c17979-ff5e-4ddb-aacc-15f4ed053da7,8320,8320,1.00,0.45,1,1,1,17,65,None (default),Repository TextAsset,,Items/Loot/Endoscope/Endoscope.prefab,Assets/Prefabs/Items/Loot/Endoscope/Endoscope.prefab,Items/Loot/Endoscope/Endoscope_GUI.prefab,Assets/Prefabs/Items/Loot/Endoscope/Endoscope_GUI.prefab,Items/Loot/Endoscope/Endoscope.prefab,Assets/Prefabs/Items/Loot/Endoscope/Endoscope.prefab
Energy Capacity 1,1f300cc6-ce18-453a-8df7-841d1385bc19,21500,21500,1.00,1,1,1,1,31,,None (default),Repository TextAsset,,Droid/Servo/Servo.prefab,Assets/Prefabs/Items/Droid/Servo/Servo.prefab,Droid/Servo/Servo_GUI.prefab,Assets/Prefabs/Items/Droid/Servo/Servo_GUI.prefab,,
Energy Restoration 1,11bc0035-c311-4bd9-87bf-a3b3eefabb13,11500,11500,1.00,1,1,1,1,31,,None (default),Repository TextAsset,,Droid/Servo/Servo.prefab,Assets/Prefabs/Items/Droid/Servo/Servo.prefab,Droid/Servo/Servo_GUI.prefab,Assets/Prefabs/Items/Droid/Servo/Servo_GUI.prefab,,
Enforcer Authenticator Chip,22afe5bd-ee35-4f73-b905-41ee71df1b12,40,40,1.00,0.025,1,1,1,29,,None (default),Repository TextAsset,,Items/Droid/Identification_Chip.prefab,Assets/Prefabs/Items/Droid/Identification_Chip.prefab,Items/Droid/Identification_Chip_GUI.prefab,Assets/Prefabs/Items/Droid/Identification_Chip_GUI.prefab,,
Enforcer_01,0f96a099-2251-4ec0-85cb-e7db93647063,0,0,1.00,0,1,1,1,26,76,None (default),Repository TextAsset,,Characters/Character_Enforcer_01/Character_Enforcer_01_Optimized.prefab,Assets/Prefabs/Characters/Character_Enforcer_01/Character_Enforcer_01_Optimized.prefab,,,,
Engagement Ring,80f8f347-ec5a-4337-9100-2a8fffc6b4f9,7000,7000,1.00,0.01,1,1,1,17,39,None (default),Repository TextAsset,,Loot/EngagementRing/EngagementRing.prefab,Assets/Prefabs/Items/Loot/EngagementRing/EngagementRing.prefab,Loot/EngagementRing/EngagementRing_GUI.prefab,Assets/Prefabs/Items/Loot/EngagementRing/EngagementRing_GUI.prefab,,
Epoxy glue,2b18fc91-3724-4733-8f3e-34aab87d33e1,250,250,1.00,0.3,1,1,1,17,64,None (default),Repository TextAsset,10,Loot/EpoxyGlue/EpoxyGlue.prefab,Assets/Prefabs/Items/Loot/EpoxyGlue/EpoxyGlue.prefab,Loot/EpoxyGlue/EpoxyGlue_GUI.prefab,Assets/Prefabs/Items/Loot/EpoxyGlue/EpoxyGlue_GUI.prefab,,
Equipment,93124f53-f366-4ced-8ee3-53a53c2d096b,0,0,1.00,0,1,1,1,34,,None (default),Repository TextAsset,,,,,,,
Equipment/Backpacks,3ad0fa42-e87d-41ca-b0d5-e4daa0cce378,0,0,1.00,0,1,1,1,34,,None (default),Repository TextAsset,,,,,,,
Equipment/Chest Rigs,894871da-3aeb-4908-9660-a2fb35466367,0,0,1.00,0,1,1,1,34,,None (default),Repository TextAsset,,,,,,,
Equipment/Headgear,edc7a887-79b1-4264-b7dd-1b5681cd5df7,0,0,1.00,0,1,1,1,34,,None (default),Repository TextAsset,,,,,,,
Equipment/Plate Carriers,d7a0111c-ae73-433c-947c-7bddb7a79eb3,0,0,1.00,0,1,1,1,34,,None (default),Repository TextAsset,,,,,,,
Erlenmeyer flask,cd916d85-50a2-43ee-b085-7f4eca535fa3,180,180,1.00,0.2,1,2,2,17,63,None (default),Repository TextAsset,,Loot/FlaskErlenmeyer/FlaskErlenmeyer.prefab,Assets/Prefabs/Items/Loot/FlaskErlenmeyer/FlaskErlenmeyer.prefab,Loot/FlaskErlenmeyer/FlaskErlenmeyer_GUI.prefab,Assets/Prefabs/Items/Loot/FlaskErlenmeyer/FlaskErlenmeyer_GUI.prefab,,
ES1,030bc807-278d-4aed-85da-17d28b97ff65,542,542,1.00,7,2,1,2,17,62,None (default),Repository TextAsset,10,Loot/GoldBullion/HighQualityMetal_04.prefab,Assets/Prefabs/Items/Loot/GoldBullion/HighQualityMetal_04.prefab,Loot/GoldBullion/HighQualityMetal_04_GUI.prefab,Assets/Prefabs/Items/Loot/GoldBullion/HighQualityMetal_04_GUI.prefab,Loot/GoldBullion/HighQualityMetal_04_Dropped.prefab,Assets/Prefabs/Items/Loot/GoldBullion/HighQualityMetal_04_Dropped.prefab
ETA 417,51828e8c-020e-4aec-a67b-7ed9ac167f50,14880,14880,1.00,4.5,2,1,2,1,1,None (default),Repository TextAsset,,Weapons/MarksmanRifles/ETA417/ETA417.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417.prefab,Weapons/MarksmanRifles/ETA417/GUI/ETA417_GUI.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/GUI/ETA417_GUI.prefab,Weapons/MarksmanRifles/ETA417/ETA417_Dropped.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417_Dropped.prefab
ETA 417 barrel,ecd6ed86-f433-4e54-a7b7-85fc5a65c3b8,10540,10540,1.00,1.2,4,1,4,20,12,None (default),Repository TextAsset,,Weapons/MarksmanRifles/ETA417/ETA417_Barrel.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417_Barrel.prefab,Weapons/MarksmanRifles/ETA417/GUI/ETA417_Barrel_GUI.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/GUI/ETA417_Barrel_GUI.prefab,Weapons/MarksmanRifles/ETA417/ETA417_Barrel_Dropped.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417_Barrel_Dropped.prefab
ETA 417 butt,7f2c7731-3c71-45da-81e5-e0d09e79219e,8680,8680,1.00,0.45,2,1,2,20,11,None (default),Repository TextAsset,,Weapons/MarksmanRifles/ETA417/ETA417_Butt.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417_Butt.prefab,Weapons/MarksmanRifles/ETA417/GUI/ETA417_Butt_GUI.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/GUI/ETA417_Butt_GUI.prefab,Weapons/MarksmanRifles/ETA417/ETA417_Butt_Dropped.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417_Butt_Dropped.prefab
ETA 417 FH,f30c3e52-7223-4923-8603-4e28d471d4b5,3719,3719,1.00,0.153,1,1,1,20,14,None (default),Repository TextAsset,,Weapons/MarksmanRifles/ETA417/ETA417_FlashHider.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417_FlashHider.prefab,Weapons/MarksmanRifles/ETA417/GUI/ETA417_FlashHider_GUI.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/GUI/ETA417_FlashHider_GUI.prefab,Weapons/MarksmanRifles/ETA417/ETA417_FlashHider_Dropped.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417_FlashHider_Dropped.prefab
ETA 417 mag,45e3b85d-2467-4149-8307-dbf55c2e43c0,6820,6820,1.00,0.125,1,2,2,20,7,None (default),Repository TextAsset,,Weapons/MarksmanRifles/ETA417/ETA417_Magazine.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417_Magazine.prefab,Weapons/MarksmanRifles/ETA417/GUI/ETA417_Magazine_GUI.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/GUI/ETA417_Magazine_GUI.prefab,Weapons/MarksmanRifles/ETA417/ETA417_Magazine_Dropped.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417_Magazine_Dropped.prefab
ETA 417 receiver,17b66d0f-0994-41e7-bca4-e10e31c69192,12400,12400,1.00,0.8,3,1,3,20,13,None (default),Repository TextAsset,,Weapons/MarksmanRifles/ETA417/ETA417_Receiver.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417_Receiver.prefab,Weapons/MarksmanRifles/ETA417/GUI/ETA417_Receiver_GUI.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/GUI/ETA417_Receiver_GUI.prefab,Weapons/MarksmanRifles/ETA417/ETA417_Receiver_Dropped.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417_Receiver_Dropped.prefab
ETA 417 sight,707604a7-9235-49eb-9a89-9925c29e67b8,4960,4960,1.00,0.172,1,1,1,20,8,None (default),Repository TextAsset,,Weapons/MarksmanRifles/ETA417/ETA417_Sight.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417_Sight.prefab,Weapons/MarksmanRifles/ETA417/GUI/ETA417_Sight_GUI.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/GUI/ETA417_Sight_GUI.prefab,Weapons/MarksmanRifles/ETA417/ETA417_Sight_Dropped.prefab,Assets/Prefabs/Items/Weapons/MarksmanRifles/ETA417/ETA417_Sight_Dropped.prefab
ETA 45,a64c41e9-862d-4187-a274-fd2935c7cdad,3600,3600,1.00,2.6,2,1,2,1,3,None (default),Repository TextAsset,,Weapons/SMG/ETA45/ETA45.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45.prefab,Weapons/SMG/ETA45/GUI/ETA45_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/GUI/ETA45_GUI.prefab,Weapons/SMG/ETA45/ETA45_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Dropped.prefab
ETA 45 barrel,9d881a0e-0276-4c04-ad3b-4e312a0fa01f,2400,2400,1.00,0.2,2,1,2,20,12,None (default),Repository TextAsset,,Weapons/SMG/ETA45/ETA45_Barrel.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Barrel.prefab,Weapons/SMG/ETA45/GUI/ETA45_Barrel_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/GUI/ETA45_Barrel_GUI.prefab,Weapons/SMG/ETA45/ETA45_Barrel_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Barrel_Dropped.prefab
ETA 45 butt,32f347fb-3017-4d4d-a5fd-3b126bc767d2,1800,1800,1.00,0.35,2,1,2,20,11,None (default),Repository TextAsset,,Weapons/SMG/ETA45/ETA45_Butt.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Butt.prefab,Weapons/SMG/ETA45/GUI/ETA45_Butt_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/GUI/ETA45_Butt_GUI.prefab,Weapons/SMG/ETA45/ETA45_Butt_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Butt_Dropped.prefab
ETA 45 ext. mag,697f5509-e32c-4f30-ba6a-b73280fa5379,4030,4030,1.00,0.36,1,2,2,20,7,None (default),Repository TextAsset,,Weapons/SMG/ETA45/ETA45_Magazine_Expanded.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Magazine_Expanded.prefab,Weapons/SMG/ETA45/GUI/ETA45_Magazine_Expanded_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/GUI/ETA45_Magazine_Expanded_GUI.prefab,Weapons/SMG/ETA45/ETA45_Magazine_Expanded_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Magazine_Expanded_Dropped.prefab
ETA 45 mag,38ef8a65-2f2f-418d-860b-24dc3d0e67af,1200,1200,1.00,0.18,1,2,2,20,7,None (default),Repository TextAsset,,Weapons/SMG/ETA45/ETA45_Magazine.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Magazine.prefab,Weapons/SMG/ETA45/GUI/ETA45_Magazine_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/GUI/ETA45_Magazine_GUI.prefab,Weapons/SMG/ETA45/ETA45_Magazine_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Magazine_Dropped.prefab
ETA 45 receiver,7c7e06a7-128c-4c88-a754-7686e04a2b2c,3000,3000,1.00,0.6,2,1,2,20,13,None (default),Repository TextAsset,,Weapons/SMG/ETA45/ETA45_Receiver.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Receiver.prefab,Weapons/SMG/ETA45/GUI/ETA45_Receiver_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/GUI/ETA45_Receiver_GUI.prefab,Weapons/SMG/ETA45/ETA45_Receiver_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Receiver_Dropped.prefab
ETA 45 supressor,0f36ad15-476b-4dee-85dd-3fede7688ef6,8000,8000,1.00,0.345,1,1,1,20,9,SIMPLESHOP01,Repository TextAsset,,Weapons/SMG/ETA45/ETA45_Supressor_1.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Supressor_1.prefab,Weapons/SMG/ETA45/GUI/ETA45_Supressor_1_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/GUI/ETA45_Supressor_1_GUI.prefab,Weapons/SMG/ETA45/ETA45_Supressor_1_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Supressor_1_Dropped.prefab
ETA 45 threaded barrel,830b5f16-acc5-4bd3-a266-5bd578690c10,7000,7000,1.00,0.365,2,1,2,20,12,PEDLAR,Repository TextAsset,,Items/Weapons/SMG/ETA45/ETA45_Barrel_2.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Barrel_2.prefab,Weapons/SMG/ETA45/GUI/ETA45_Barrel_2_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/GUI/ETA45_Barrel_2_GUI.prefab,Weapons/SMG/ETA45/ETA45_Barrel_2_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA45/ETA45_Barrel_2_Dropped.prefab
ETA 5,d6cd9825-b541-45c6-aea4-4391cd8bdb9f,3300,3630,1.10,2.5,2,1,2,1,3,offline_01c4b488,Repository TextAsset,,Items/Weapons/SMG/ETA5_SMG.prefab,,Weapons/SMG/ETA5/GUI/ETA5_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/GUI/ETA5_GUI.prefab,Weapons/SMG/ETA5/ETA5_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Dropped.prefab
ETA 5 barrel,8d1a20b3-16f0-4489-aaca-692f2ce39ceb,2200,2200,1.00,0.2,2,1,2,20,12,None (default),Repository TextAsset,,Items/Weapons/Modules/ETA5_Barrel.prefab,,Weapons/SMG/ETA5/GUI/ETA5_Barrel_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/GUI/ETA5_Barrel_GUI.prefab,Weapons/SMG/ETA5/ETA5_Barrel_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Barrel_Dropped.prefab
ETA 5 butt,1f2c5d76-d78d-4962-ba28-7bf726c6748d,1650,1650,1.00,0.32,2,1,2,20,11,None (default),Repository TextAsset,,Items/Weapons/Modules/ETA5_Butt.prefab,,Weapons/SMG/ETA5/GUI/ETA5_Butt_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/GUI/ETA5_Butt_GUI.prefab,Weapons/SMG/ETA5/ETA5_Butt_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Butt_Dropped.prefab
ETA 5 drum mag,f4cacf3d-95ef-4f88-8dd7-ce1721f12c20,10000,10000,1.00,0.4,1,2,2,20,7,PEDLAR,Repository TextAsset,,Items/Weapons/SMG/ETA5/ETA5_Magazine_3.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Magazine_3.prefab,Weapons/SMG/ETA5/GUI/ETA5_Magazine_3_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/GUI/ETA5_Magazine_3_GUI.prefab,Weapons/SMG/ETA5/ETA5_Magazine_3_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Magazine_3_Dropped.prefab
ETA 5 extended mag,00c28802-b4d4-45a6-88cd-6271e060da01,3500,3500,1.00,0.18,1,2,2,20,7,SIMPLESHOP01,Repository TextAsset,,Items/Weapons/Modules/ETA5_AmmoCase.prefab,,Weapons/SMG/ETA5/GUI/ETA5_Magazine_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/GUI/ETA5_Magazine_GUI.prefab,Weapons/SMG/ETA5/ETA5_Magazine_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Magazine_Dropped.prefab
ETA 5 fixed butt,fc583ad4-dc8e-4c6e-b88e-626bb3edd138,4000,4000,1.00,0.45,2,1,2,20,11,None (default),Repository TextAsset,,Items/Weapons/SMG/ETA5/ETA5_Butt_2.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Butt_2.prefab,Weapons/SMG/ETA5/GUI/ETA5_Butt_2_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/GUI/ETA5_Butt_2_GUI.prefab,Weapons/SMG/ETA5/ETA5_Butt_2_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Butt_2_Dropped.prefab
ETA 5 mag,f3aaea5d-78d6-4c03-ac74-253d45dbf9ee,1100,1100,1.00,0.1,1,2,2,20,7,None (default),Repository TextAsset,,Items/Weapons/SMG/ETA5/ETA5_Magazine_2.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Magazine_2.prefab,Weapons/SMG/ETA5/GUI/ETA5_Magazine_2_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/GUI/ETA5_Magazine_2_GUI.prefab,Weapons/SMG/ETA5/ETA5_Magazine_2_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Magazine_2_Dropped.prefab
ETA 5 receiver,a84141c7-1cfc-413f-a4e4-666822d1d78a,2750,2750,1.00,0.45,2,1,2,20,13,None (default),Repository TextAsset,,Items/Weapons/Modules/ETA5_Receiver.prefab,,Weapons/SMG/ETA5/GUI/ETA5_Receiver_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/GUI/ETA5_Receiver_GUI.prefab,Weapons/SMG/ETA5/ETA5_Receiver_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Receiver_Dropped.prefab
ETA 5 receiver X,3059e2a7-232e-4684-a550-e1baf2be90fa,6000,6000,1.00,0.452,2,1,2,20,13,PEDLAR,Repository TextAsset,,Weapons/SMG/ETA5/ETA5_Receiver_2.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Receiver_2.prefab,Weapons/SMG/ETA5/GUI/ETA5_Receiver_2_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/GUI/ETA5_Receiver_2_GUI.prefab,Weapons/SMG/ETA5/ETA5_Receiver_2_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Receiver_2_Dropped.prefab
ETA 5 supressor,80ff3305-460c-4302-bfe9-5ed6e4dc2567,7000,7000,1.00,0.24,1,1,1,20,9,SIMPLESHOP01,Repository TextAsset,,Weapons/SMG/ETA5/ETA5_Supressor_1.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Supressor_1.prefab,Weapons/SMG/ETA5/GUI/ETA5_Supressor_1_GUI.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/GUI/ETA5_Supressor_1_GUI.prefab,Weapons/SMG/ETA5/ETA5_Supressor_1_Dropped.prefab,Assets/Prefabs/Items/Weapons/SMG/ETA5/ETA5_Supressor_1_Dropped.prefab
EventCalendarItemTemplate,123a5b63-1c57-4c2d-8ed7-fb22491da3ce,0,0,1.00,0,1,1,1,12,,None (default),Repository TextAsset,,,,,,,
EventCalendarModule,67e9d155-a24a-4d34-9acc-f8828be0657b,0,0,1.00,0,1,1,1,12,93,None (default),Repository TextAsset,,,,,,,
ExitZone for q_new_find_teddy,aeb06795-824c-4620-81d6-6c8c21821e96,0,0,1.00,0,1,1,1,27,48,None (default),Repository TextAsset,,,,,,,
ExitZone for q_new_kill_bots_any_weapon,c863c55b-b829-4e59-aab9-96685cda0f8a,0,0,1.00,0,1,1,1,27,48,None (default),Repository TextAsset,,,,,,,
ExitZone for q_new_weapon_modification,198e11d5-c380-4613-b2a7-d9e4b1ba3ba4,0,0,1.00,0,1,1,1,27,48,None (default),Repository TextAsset,,,,,,,
ExitZone Highlight Disabled,196a9b82-3c01-4bbe-93d1-d6bcab751ebe,0,0,1.00,0,1,1,1,28,44,None (default),Repository TextAsset,,Gameplay/Highlight/ExitZones/ExitZone_Highlight_Disabled.prefab,Assets/Prefabs/Gameplay/Highlight/ExitZones/ExitZone_Highlight_Disabled.prefab,,,,
ExitZone Highlight Normal,660331c0-9ea7-4c33-bde4-14295dc4bc8c,0,0,1.00,0,1,1,1,28,44,None (default),Repository TextAsset,,Gameplay/Highlight/ExitZones/ExitZone_Highlight_Normal.prefab,Assets/Prefabs/Gameplay/Highlight/ExitZones/ExitZone_Highlight_Normal.prefab,,,,
ExitZone Highlight Special,9ff01e9e-9019-4b0c-b12c-dff678439edd,0,0,1.00,0,1,1,1,28,44,None (default),Repository TextAsset,,Gameplay/Highlight/ExitZones/ExitZone_Highlight_Special.prefab,Assets/Prefabs/Gameplay/Highlight/ExitZones/ExitZone_Highlight_Special.prefab,,,,
ExitZone_Highlight_Smoke_Normal,407842ec-0d30-4819-a6ff-419b3ca509ab,0,0,1.00,0,1,1,1,28,44,None (default),Repository TextAsset,,Gameplay/Highlight/ExitZones/ExitZone_Highlight_Smoke_Normal.prefab,Assets/Prefabs/Gameplay/Highlight/ExitZones/ExitZone_Highlight_Smoke_Normal.prefab,,,,
